gender,salary,color,followers
male,56.33,red,34
male,96.86,blue,24
female,4.18,yellow,27
male,89.23,blue,44
male,74.27,yellow,16
female,71.37,green,24
female,37.72,purple,21
female,71.57,blue,14
female,48.53,purple,14
male,43.01,red,16
male,30.25,red,15
female,43.54,yellow,25
male,70.17,blue,16
male,25.29,blue,15
male,61.09,blue,13
male,40.67,blue,18
female,72.92,blue,52
female,29.38,green,20
female,61.72,purple,18
female,63.2,purple,14
male,40.24,red,17
female,83.45,purple,28
female,68.02,purple,44
male,50.39,purple,31
male,59.27,red,17
male,2.15,blue,16
female,83.06,red,46
female,98.99,purple,44
female,68.11,blue,19
male,55.61,red,15
male,58.2,blue,28
female,59.01,pink,15
male,54.47,blue,23
female,94.16,pink,24
female,34.13,pink,14
female,56.49,blue,13
female,43.23,yellow,23
male,19.41,blue,14
male,23.23,red,17
male,34.83,blue,25
female,68.26,purple,18
male,79.3,yellow,20
male,57.95,blue,23
female,51.24,yellow,13
female,61.77,pink,28
male,64.39,red,18
male,91.37,blue,17
female,56.12,purple,31
female,55.76,purple,14
female,52.89,purple,27
male,53.0,blue,20
female,64.15,yellow,42
male,53.49,blue,21
female,70.24,purple,15
female,44.9,pink,16
male,79.3,blue,20
male,52.57,purple,14
female,46.13,green,22
male,84.91,blue,29
female,24.02,yellow,15
female,36.53,pink,21
female,39.62,pink,17
male,75.46,blue,33
male,7.53,blue,50
male,0.0,blue,18
female,84.15,green,23
female,70.77,pink,53
male,11.34,purple,15
female,47.02,yellow,18
male,62.55,blue,20
female,0.0,green,22
male,65.12,blue,16
female,52.24,purple,18
male,85.9,blue,15
male,40.18,blue,15
male,27.73,blue,15
female,74.0,purple,54
male,38.75,purple,16
female,85.93,pink,28
female,71.53,green,48
female,77.3,purple,22
male,70.59,red,16
female,9.97,purple,22
male,106.72,blue,33
male,36.8,red,40
female,42.57,pink,14
female,36.71,red,41
female,55.73,yellow,15
female,77.77,pink,14
male,72.76,blue,15
male,29.29,blue,18
female,56.87,green,18
female,10.06,green,17
female,77.48,green,21
female,36.89,purple,13
female,51.91,purple,18
male,20.64,purple,16
male,41.98,blue,17
male,14.6,blue,14
male,47.0,blue,15
female,55.84,yellow,17
male,25.65,red,18
male,83.71,blue,23
male,25.34,red,19
female,19.42,pink,17
female,22.69,green,17
female,47.68,blue,13
female,53.95,blue,17
female,35.0,pink,43
male,37.33,blue,27
female,22.22,purple,25
female,86.56,pink,37
female,105.08,yellow,18
female,60.5,blue,18
female,115.0,red,21
male,46.57,blue,31
male,29.3,blue,18
female,26.67,pink,28
female,15.8,purple,18
male,47.41,blue,55
female,76.96,purple,17
male,59.35,blue,27
male,77.93,blue,30
female,69.51,pink,24
male,3.63,red,17
female,58.79,yellow,30
male,28.13,blue,25
female,77.22,pink,18
female,93.73,pink,18
female,104.76,purple,47
female,59.29,purple,29
female,106.89,red,77
female,64.03,green,43
female,56.57,purple,23
male,57.35,blue,19
female,46.01,purple,13
male,66.64,purple,26
female,70.9,purple,17
female,15.66,yellow,27
female,74.65,purple,27
male,42.42,blue,14
male,17.2,blue,14
male,56.54,red,20
female,37.4,pink,14
male,30.6,purple,18
male,43.07,blue,32
male,68.87,blue,28
female,36.86,yellow,32
male,45.44,blue,20
female,55.81,pink,16
male,58.62,blue,20
female,35.39,purple,30
male,95.55,blue,45
female,17.51,green,15
male,30.19,blue,13
male,41.91,red,23
male,72.68,yellow,21
male,11.49,blue,36
female,75.95,pink,25
female,42.7,green,14
male,62.47,blue,39
female,9.86,purple,18
male,40.92,blue,18
male,9.67,blue,13
male,34.5,purple,16
male,12.1,yellow,38
male,54.04,blue,17
female,36.4,purple,26
male,79.3,red,19
male,64.52,blue,30
female,20.71,green,20
female,49.32,pink,18
female,0.0,purple,19
female,0.0,yellow,25
male,45.07,blue,26
female,17.48,purple,14
female,87.54,pink,21
female,51.33,red,15
female,108.37,yellow,53
male,59.44,blue,31
male,35.58,yellow,19
female,66.82,yellow,20
male,43.54,purple,25
female,43.59,purple,15
male,58.26,red,18
female,64.65,green,31
male,31.85,red,36
male,76.83,purple,15
female,48.21,green,17
female,5.5,purple,15
female,56.46,pink,64
female,38.83,purple,14
male,95.56,blue,13
male,46.47,blue,28
male,57.32,purple,18
male,79.02,blue,41
female,11.03,green,29
male,46.9,blue,19
male,87.22,red,25
female,60.31,yellow,16
male,59.01,red,17
male,0.0,red,16
female,86.4,green,22
female,82.41,pink,37
male,79.52,blue,16
female,57.24,green,28
female,63.19,red,17
female,17.9,purple,21
female,14.85,purple,21
male,22.13,purple,26
female,29.5,red,16
male,64.16,blue,18
male,71.06,blue,19
male,13.58,purple,18
female,109.17,pink,15
female,18.74,blue,28
male,69.24,red,37
male,65.29,yellow,18
female,57.03,purple,23
female,46.67,yellow,37
male,38.82,blue,14
female,45.06,pink,17
male,45.07,blue,56
male,80.27,blue,15
male,92.05,blue,45
male,46.33,blue,15
female,53.52,green,15
female,53.45,green,15
male,46.23,blue,40
male,36.91,blue,14
male,54.15,blue,27
male,44.95,yellow,15
male,73.94,blue,20
male,30.6,yellow,32
female,77.39,pink,18
male,58.01,blue,32
female,52.05,red,66
male,73.89,blue,18
female,31.19,blue,20
female,75.68,pink,28
female,57.49,pink,32
male,51.87,blue,30
female,62.55,pink,60
female,46.08,yellow,15
male,58.26,blue,20
female,51.71,green,28
male,34.12,blue,16
female,44.01,blue,21
male,54.7,blue,22
male,19.9,blue,25
female,53.39,green,35
female,47.27,pink,24
male,104.61,blue,16
female,49.14,yellow,16
female,71.6,purple,17
male,47.53,blue,20
female,33.28,blue,32
female,27.27,yellow,13
male,65.09,blue,33
female,49.82,purple,14
female,9.74,purple,14
male,66.18,purple,18
male,30.91,blue,21
male,26.38,blue,26
male,0.0,purple,32
female,78.53,red,43
female,53.5,green,23
male,21.58,purple,16
female,10.87,purple,18
female,87.3,pink,25
female,31.45,pink,14
male,52.11,blue,29
male,44.96,blue,19
male,101.42,blue,19
male,48.61,blue,16
male,29.99,red,16
female,49.87,red,17
female,45.37,pink,54
female,37.39,purple,21
male,32.77,blue,18
female,72.42,pink,34
female,120.93,pink,34
female,45.18,red,13
female,55.29,green,18
female,57.62,yellow,18
female,48.21,pink,14
female,0.0,purple,19
male,71.58,blue,22
female,51.25,green,17
male,20.97,purple,18
female,56.23,green,41
male,23.88,blue,23
female,39.07,pink,19
female,38.73,green,19
male,80.82,blue,13
female,89.03,purple,45
female,59.95,purple,15
male,43.84,blue,15
female,128.42,pink,18
female,80.36,purple,29
female,25.35,pink,51
male,53.11,yellow,20
female,59.17,pink,24
female,66.15,red,20
male,53.2,blue,17
female,36.74,pink,21
female,79.51,yellow,28
female,48.8,green,45
female,44.5,yellow,19
male,58.88,red,15
female,54.67,purple,18
male,60.88,purple,15
other,73.47,green,19
male,74.33,blue,35
female,47.89,pink,25
female,50.19,purple,21
male,69.7,blue,24
female,61.33,red,33
male,38.72,purple,14
female,75.44,blue,29
male,72.5,blue,29
male,37.96,purple,20
female,32.52,pink,37
male,27.49,red,13
female,69.49,blue,38
female,32.47,pink,61
female,73.99,pink,32
male,15.01,blue,13
female,71.26,purple,32
female,69.23,pink,20
female,52.98,blue,19
female,12.14,yellow,33
male,63.78,purple,19
male,34.22,red,15
male,33.78,yellow,14
male,68.95,red,15
female,28.85,green,19
male,70.4,yellow,15
female,16.03,purple,26
female,51.33,green,22
male,0.0,blue,16
male,44.39,blue,21
male,97.21,blue,54
female,30.04,blue,21
male,62.21,purple,24
male,70.78,blue,32
female,65.71,red,16
female,81.61,red,23
female,40.88,green,16
female,50.07,purple,45
female,18.33,red,18
female,81.2,pink,30
male,55.01,purple,15
female,61.61,purple,16
male,58.63,purple,26
male,64.12,blue,18
female,89.74,pink,47
male,20.61,blue,21
male,95.62,purple,13
male,73.27,blue,20
female,46.73,purple,21
male,81.06,purple,16
male,80.68,red,18
female,43.13,yellow,21
female,56.21,yellow,13
female,51.85,purple,17
male,31.34,blue,13
female,53.74,blue,26
male,39.62,purple,18
male,58.19,red,15
female,53.03,yellow,16
female,28.04,purple,32
male,29.42,blue,15
male,17.68,red,20
female,61.13,pink,14
female,12.95,purple,45
male,74.09,blue,23
male,41.77,blue,14
male,78.81,red,15
male,51.73,red,26
male,74.76,purple,13
female,22.27,purple,26
female,66.46,pink,21
male,46.3,blue,59
male,57.23,blue,25
female,84.9,yellow,15
male,96.98,red,14
female,39.62,pink,16
female,79.73,red,30
female,89.84,purple,32
female,15.82,yellow,15
male,59.5,blue,14
female,27.5,yellow,13
male,46.81,blue,17
female,19.09,green,60
male,54.16,blue,28
male,61.01,blue,43
male,16.4,purple,15
female,41.39,pink,25
female,62.08,yellow,37
female,63.09,yellow,18
male,33.27,blue,16
male,15.14,red,14
female,80.03,purple,35
male,40.75,blue,23
female,16.35,purple,25
female,63.51,purple,18
female,103.4,red,18
male,61.1,blue,30
female,55.44,purple,29
female,47.72,red,24
male,73.58,blue,24
female,92.63,purple,42
female,61.15,green,17
female,64.1,pink,54
female,19.84,pink,61
male,33.82,yellow,14
male,0.0,blue,19
female,86.94,pink,21
male,73.14,red,22
male,37.14,blue,14
male,48.88,yellow,32
female,33.44,green,26
female,25.05,pink,20
male,0.0,blue,40
male,90.11,blue,42
male,21.84,blue,16
male,57.6,blue,24
male,58.53,blue,27
male,56.83,purple,15
female,16.11,blue,13
male,32.08,red,21
female,38.93,pink,24
male,37.71,yellow,16
female,61.05,green,20
male,70.19,blue,46
male,91.12,red,23
female,32.83,pink,14
male,118.89,blue,18
male,74.07,purple,14
female,41.82,purple,23
female,46.21,pink,42
female,35.56,purple,19
female,82.27,purple,22
female,42.48,yellow,13
male,79.13,blue,23
female,49.73,red,39
female,29.9,yellow,41
female,63.34,green,21
male,45.82,blue,18
female,9.86,purple,21
male,0.0,blue,41
female,22.94,blue,28
female,49.82,green,29
male,81.2,blue,39
male,53.18,purple,14
male,61.89,blue,24
female,8.01,green,20
female,53.45,red,24
female,31.18,red,26
female,12.38,purple,19
female,16.84,blue,35
male,40.07,yellow,14
male,112.97,blue,36
female,85.93,pink,15
male,71.95,blue,43
female,45.18,pink,15
male,12.85,red,15
female,47.44,purple,15
male,52.24,blue,21
female,19.08,blue,18
male,12.83,blue,19
female,59.62,purple,49
male,81.3,blue,13
female,11.92,pink,14
female,0.0,purple,14
female,37.66,yellow,22
male,59.63,blue,22
female,9.53,red,20
male,44.78,red,16
male,125.87,blue,31
male,74.51,blue,14
female,20.33,green,20
male,73.18,blue,36
female,37.78,green,16
male,12.14,red,13
female,36.51,yellow,17
male,17.34,yellow,23
male,25.94,blue,33
male,21.46,blue,14
female,31.11,red,18
male,58.5,yellow,20
male,57.07,red,14
male,40.8,blue,15
female,58.39,red,15
female,38.06,blue,21
male,63.53,blue,15
male,69.17,blue,17
female,38.22,pink,17
male,56.15,yellow,40
female,44.4,pink,25
female,91.06,yellow,18
female,111.34,green,13
female,44.37,pink,17
male,44.64,blue,16
male,81.42,blue,21
female,30.81,yellow,22
female,96.24,pink,33
male,110.53,red,58
male,112.36,blue,39
female,68.01,yellow,24
male,55.35,blue,17
male,58.55,blue,15
female,74.04,red,55
female,71.69,purple,25
male,86.88,red,23
male,42.68,blue,18
female,11.39,blue,14
male,46.1,blue,21
female,46.36,purple,30
male,95.79,purple,29
female,32.17,pink,25
female,103.13,pink,29
male,92.04,blue,21
male,11.07,yellow,13
male,83.91,blue,18
male,61.84,purple,20
female,68.99,pink,37
male,50.39,yellow,20
male,66.95,blue,18
male,59.6,blue,27
male,95.04,blue,17
female,83.35,yellow,22
male,65.97,red,17
female,91.75,red,32
male,65.97,blue,35
male,56.27,yellow,17
male,50.13,blue,22
female,79.83,red,18
female,60.54,pink,16
male,101.76,blue,18
female,91.35,yellow,21
male,43.52,blue,24
male,82.67,blue,20
male,109.01,yellow,40
male,48.45,blue,23
male,67.78,red,16
male,62.12,yellow,30
female,18.34,purple,26
female,47.91,yellow,26
female,84.79,pink,30
female,37.84,purple,26
female,67.49,red,14
female,44.7,yellow,14
male,43.33,blue,23
male,26.03,red,15
female,42.84,yellow,34
female,67.68,red,21
male,9.72,blue,19
female,97.5,purple,21
female,50.18,blue,19
male,90.13,blue,25
male,64.63,blue,23
female,28.92,green,21
female,65.5,purple,25
female,70.64,red,65
female,65.44,red,120
male,32.77,red,24
female,36.37,yellow,27
female,58.67,green,27
female,38.04,pink,56
male,70.47,blue,29
female,13.24,green,16
female,30.32,blue,20
male,36.99,blue,25
female,46.29,yellow,17
female,66.71,purple,15
male,21.72,blue,18
female,78.59,red,17
male,57.56,blue,16
male,50.46,blue,14
male,35.04,blue,14
female,54.47,pink,14
female,55.15,purple,25
female,34.06,pink,13
male,80.91,red,13
male,77.45,blue,15
female,50.15,yellow,21
female,100.4,pink,16
male,25.11,blue,26
female,84.06,purple,15
female,11.63,red,14
male,53.74,blue,15
female,49.78,yellow,58
female,73.57,red,33
female,36.37,purple,21
female,34.27,yellow,35
female,75.33,red,23
female,76.75,purple,44
male,75.6,purple,16
female,78.43,purple,30
male,68.24,red,30
male,33.47,red,15
male,68.21,yellow,23
female,75.57,green,65
male,1.54,yellow,19
male,37.05,purple,20
male,53.69,blue,16
female,70.76,pink,45
female,37.2,purple,16
female,86.09,yellow,17
female,92.26,blue,68
male,71.54,red,14
male,64.61,blue,24
female,15.52,pink,14
male,90.55,red,30
female,33.53,purple,28
male,70.32,purple,16
male,81.71,purple,16
male,111.65,blue,38
male,17.21,blue,47
male,17.77,blue,23
male,65.62,blue,14
male,97.7,blue,27
female,11.38,pink,14
female,51.22,purple,17
female,60.36,yellow,41
male,76.0,yellow,51
female,13.57,purple,25
male,28.35,blue,18
male,38.72,blue,15
male,67.22,blue,17
male,29.6,red,25
male,90.56,blue,19
female,20.12,purple,22
other,36.85,green,28
male,18.57,yellow,21
female,65.06,purple,23
male,31.92,red,22
male,34.84,yellow,22
female,32.27,red,16
male,78.15,purple,19
female,27.54,yellow,20
female,64.75,red,57
male,0.0,blue,24
male,29.96,blue,15
male,59.76,blue,14
male,60.72,blue,19
female,43.2,pink,36
female,14.77,red,24
female,48.34,pink,28
female,24.51,pink,15
female,41.92,red,22
female,55.94,purple,17
female,54.72,purple,49
female,46.86,green,14
male,29.83,purple,15
female,75.11,green,19
female,29.78,purple,15
male,67.5,red,17
male,29.07,blue,39
male,40.56,blue,19
female,37.42,green,24
female,51.99,pink,25
female,79.81,yellow,15
male,72.88,blue,20
female,60.54,blue,36
female,39.26,pink,30
female,47.56,green,35
female,108.28,pink,15
female,77.4,pink,21
female,7.91,purple,28
female,75.47,green,19
male,61.86,blue,15
male,84.61,yellow,16
male,24.52,blue,28
male,48.45,yellow,61
male,76.61,blue,24
female,43.59,pink,16
male,27.48,blue,20
male,140.76,red,20
male,32.64,red,17
female,86.29,purple,47
male,24.27,blue,13
female,33.11,yellow,22
male,53.33,red,22
male,84.37,blue,28
female,92.57,pink,15
female,73.25,yellow,35
female,57.8,blue,14
female,79.39,pink,38
male,52.46,blue,45
male,58.8,blue,15
male,21.12,purple,16
female,25.69,purple,32
male,32.92,yellow,25
female,54.91,green,15
female,21.53,purple,23
female,63.81,purple,18
female,4.41,pink,19
female,30.45,red,29
male,84.31,blue,16
male,14.75,blue,18
female,69.91,green,43
male,46.35,purple,56
female,34.13,green,24
male,54.31,yellow,36
female,61.01,pink,20
female,68.58,red,21
female,60.6,purple,13
female,54.19,pink,18
male,61.46,blue,21
male,56.29,red,14
male,68.53,blue,13
female,25.21,green,14
female,0.0,blue,18
female,80.76,red,55
female,69.53,green,17
female,65.62,purple,17
female,58.73,yellow,13
female,68.93,red,17
female,115.1,red,31
male,76.4,blue,15
male,51.19,purple,18
female,2.43,purple,14
male,86.52,blue,29
female,71.06,pink,69
female,13.54,red,33
male,61.06,blue,13
male,74.74,red,17
female,32.01,green,21
female,38.39,yellow,18
male,97.15,blue,26
male,11.54,purple,14
male,75.15,blue,24
male,10.19,blue,22
female,60.55,pink,13
female,51.26,green,17
male,44.54,blue,18
male,46.91,yellow,21
male,67.67,yellow,16
female,27.37,yellow,23
male,76.24,blue,18
male,64.07,blue,21
male,27.22,blue,13
female,57.81,purple,15
male,39.82,purple,18
male,71.57,yellow,15
female,37.63,blue,21
male,55.08,blue,29
male,66.68,blue,17
male,75.01,blue,22
female,17.98,green,31
male,74.05,yellow,16
male,29.65,blue,13
female,0.0,green,15
male,34.92,blue,19
female,0.0,blue,40
female,50.89,purple,20
female,51.13,pink,33
female,35.88,purple,17
male,16.34,blue,50
other,38.37,purple,14
male,25.49,blue,19
male,48.0,red,14
female,19.21,pink,20
male,69.56,blue,22
female,50.6,purple,44
female,7.52,blue,20
female,58.4,purple,16
male,50.26,blue,30
female,55.3,green,19
female,65.67,red,27
female,46.91,pink,28
female,27.02,yellow,17
male,89.14,blue,32
female,35.91,pink,26
female,44.61,purple,18
male,19.79,blue,18
female,8.73,purple,17
male,32.93,blue,18
male,39.79,blue,22
male,86.92,red,23
female,64.85,yellow,37
female,58.55,yellow,14
male,49.99,blue,15
female,54.81,pink,24
male,38.84,blue,20
male,70.62,blue,26
male,40.95,red,19
female,84.17,pink,37
male,61.72,blue,20
male,41.34,blue,22
female,57.28,pink,14
female,53.89,purple,13
male,34.53,red,14
male,32.67,red,14
male,46.98,blue,27
female,89.19,green,15
female,53.36,blue,18
female,74.66,yellow,20
female,42.22,green,18
male,0.0,red,14
male,92.3,purple,29
male,54.9,blue,14
female,69.53,pink,22
male,47.37,blue,17
female,61.15,blue,23
male,13.57,red,18
female,82.76,purple,37
male,58.36,red,17
male,65.37,blue,24
male,0.0,blue,14
female,54.08,yellow,22
male,46.51,blue,18
female,100.38,pink,51
male,0.0,blue,15
male,32.37,red,21
female,16.97,red,19
male,27.9,blue,15
female,9.86,pink,20
male,30.36,yellow,25
male,25.48,yellow,22
female,63.03,green,25
female,53.67,green,21
female,63.57,purple,14
female,24.23,red,14
female,43.74,pink,24
female,67.0,red,27
female,13.54,yellow,19
male,80.78,blue,17
female,38.91,red,20
female,39.5,green,39
male,25.96,blue,38
female,20.71,green,40
female,63.83,pink,13
male,54.92,purple,17
female,11.3,red,14
female,94.31,yellow,61
male,70.92,red,16
male,92.82,red,16
male,4.05,blue,16
male,68.87,red,17
male,64.49,red,15
female,40.13,yellow,15
male,38.53,blue,29
female,52.13,blue,36
male,92.83,red,30
female,48.19,yellow,14
female,26.34,green,31
male,16.69,yellow,27
male,74.68,red,23
male,76.56,blue,18
female,48.31,red,49
male,72.33,blue,26
female,27.93,pink,21
female,80.64,pink,48
female,46.94,red,13
male,13.22,blue,17
female,57.53,red,18
female,40.97,green,20
female,69.35,green,48
female,81.59,red,24
female,87.43,green,16
male,20.34,blue,15
female,66.63,purple,15
female,51.42,blue,18
female,79.63,red,18
male,76.17,blue,19
male,63.94,blue,25
male,54.75,blue,33
male,81.56,purple,13
male,35.62,blue,16
male,67.58,blue,41
male,61.22,red,30
female,51.93,pink,26
female,85.98,purple,27
female,90.41,yellow,56
male,24.1,blue,17
female,86.29,purple,21
female,41.21,pink,22
male,99.47,blue,14
female,0.0,green,23
male,32.88,red,16
female,70.31,purple,27
male,14.91,blue,15
male,44.37,red,15
female,122.7,pink,22
male,69.39,blue,36
female,46.82,purple,31
female,60.4,purple,33
male,62.32,yellow,19
female,61.01,pink,18
male,58.74,blue,19
male,54.54,red,15
male,64.69,yellow,14
female,71.64,pink,35
male,37.1,blue,43
male,65.2,red,27
female,102.06,purple,16
male,35.08,purple,37
female,68.93,pink,13
female,86.03,pink,26
male,71.63,blue,18
male,62.04,yellow,22
male,40.17,yellow,20
female,33.4,blue,22
female,56.82,purple,49
female,0.0,green,21
male,19.53,yellow,19
female,11.4,green,19
female,92.15,red,17
male,96.63,blue,16
female,26.93,red,32
male,57.5,blue,15
female,61.42,pink,22
female,73.08,pink,19
male,41.88,blue,24
male,41.06,red,16
male,42.48,yellow,13
female,59.59,purple,21
male,39.92,purple,35
male,17.87,blue,29
female,44.12,green,16
female,81.73,purple,18
female,36.49,purple,20
male,43.97,blue,15
female,6.75,pink,13
male,28.16,blue,18
male,66.78,blue,31
male,76.93,blue,18
male,80.15,blue,14
female,22.79,yellow,13
female,76.64,green,18
male,97.34,yellow,39
male,75.16,red,18
male,39.81,yellow,21
male,66.49,blue,33
male,66.77,purple,25
male,79.11,blue,42
male,73.32,blue,20
male,62.58,purple,14
male,62.06,yellow,26
male,53.25,blue,16
female,48.82,red,19
male,12.67,red,24
female,14.17,purple,29
female,34.36,green,23
female,8.38,pink,33
male,80.23,blue,36
male,36.57,blue,35
female,77.8,red,17
male,74.2,yellow,18
male,56.75,purple,18
female,0.01,pink,17
male,0.0,blue,16
male,17.94,purple,23
female,71.09,pink,28
female,65.44,purple,19
male,29.07,blue,29
female,9.3,blue,20
male,68.1,blue,34
male,51.53,blue,19
female,11.06,green,41
male,32.99,blue,13
female,95.52,yellow,41
male,72.74,blue,20
female,37.01,purple,14
male,62.11,red,22
female,47.64,pink,15
male,70.25,blue,18
female,55.56,blue,26
male,80.01,blue,13
female,94.4,purple,23
male,51.51,blue,14
female,32.75,red,18
male,53.4,yellow,15
female,80.08,yellow,30
female,92.69,blue,85
male,42.99,blue,14
male,59.4,red,16
male,93.18,red,28
male,51.88,red,24
male,113.8,blue,36
female,40.02,green,19
male,38.0,blue,24
male,59.88,blue,28
male,69.27,purple,16
male,58.89,blue,37
female,94.5,red,15
female,6.26,pink,16
male,63.05,blue,15
male,33.44,purple,18
male,94.02,blue,13
male,74.09,purple,35
female,117.65,yellow,58
female,26.69,red,20
female,38.12,yellow,41
male,76.33,red,28
female,38.01,purple,17
female,36.99,purple,19
male,80.92,blue,32
male,58.03,blue,40
male,56.94,purple,25
male,68.78,blue,21
male,113.63,yellow,15
female,28.08,yellow,46
female,96.31,green,24
female,89.32,purple,31
male,27.42,yellow,19
female,4.82,green,22
male,100.06,blue,30
female,74.62,yellow,42
female,54.07,purple,26
male,56.45,blue,19
male,69.79,blue,15
male,57.13,red,21
female,72.29,green,25
female,28.87,yellow,14
female,51.2,pink,20
female,60.36,yellow,33
male,70.69,purple,22
female,58.97,green,31
female,16.88,pink,47
male,51.67,blue,14
male,90.02,red,17
female,13.24,green,24
male,42.77,yellow,41
male,12.63,blue,16
female,110.34,yellow,29
female,51.69,purple,29
male,87.35,blue,18
female,63.58,blue,18
female,49.1,purple,26
female,23.97,pink,19
male,54.19,purple,37
female,90.39,yellow,53
male,69.42,red,16
male,31.31,blue,21
male,10.9,blue,13
male,26.1,red,36
female,49.06,purple,42
male,57.12,blue,22
female,37.69,yellow,23
female,33.62,red,19
male,48.36,purple,27
female,61.61,pink,49
male,16.84,red,16
female,61.33,purple,15
female,60.48,yellow,19
male,70.73,blue,27
male,90.21,blue,17
female,52.21,purple,15
male,85.33,red,36
female,70.69,pink,23
male,89.09,blue,33
male,41.75,blue,29
male,35.12,blue,17
female,42.65,green,24
female,93.57,blue,13
male,78.62,blue,40
female,95.39,blue,37
male,64.87,yellow,21
female,45.63,purple,22
female,3.73,blue,35
male,71.58,yellow,14
female,45.23,purple,14
male,24.39,red,28
male,67.85,purple,21
female,103.09,blue,45
female,36.36,yellow,33
male,79.51,red,15
female,48.77,purple,15
female,46.24,red,17
female,48.55,yellow,19
female,75.51,purple,35
male,87.63,yellow,25
female,0.0,pink,29
female,14.08,pink,17
male,51.89,red,15
male,59.39,purple,28
female,43.73,green,20
female,62.19,yellow,13
female,37.13,purple,33
male,40.53,blue,15
female,89.13,yellow,49
female,53.13,blue,19
female,46.13,pink,20
male,61.13,blue,20
female,102.99,red,53
male,36.85,blue,48
female,64.99,green,18
male,54.23,red,32
female,48.62,purple,16
male,63.71,blue,17
male,42.03,red,29
male,53.2,blue,23
male,83.75,yellow,13
male,10.31,blue,15
male,40.67,blue,23
female,79.14,pink,19
male,41.65,red,15
female,33.54,pink,32
male,35.69,blue,22
female,36.51,blue,20
female,74.9,blue,13
male,74.6,red,14
male,40.29,blue,23
male,11.12,blue,16
female,29.89,purple,28
female,66.37,yellow,19
male,88.59,blue,35
female,67.01,red,20
female,31.34,pink,19
male,61.97,red,20
male,77.26,blue,25
female,31.62,purple,14
female,98.39,green,17
female,26.59,green,23
male,33.85,purple,20
male,100.3,red,17
female,63.75,blue,13
female,44.27,purple,20
female,99.22,green,14
male,40.67,red,14
male,46.57,yellow,23
female,84.31,red,16
male,40.61,purple,18
male,38.2,blue,24
male,43.06,blue,35
female,83.34,red,33
female,33.85,pink,34
male,79.63,red,15
male,45.43,blue,37
male,37.45,blue,27
female,15.85,purple,16
female,13.4,purple,27
female,63.23,green,18
male,77.86,red,27
male,83.88,blue,20
female,44.61,purple,23
female,21.16,yellow,15
female,17.08,green,43
female,27.8,purple,21
male,68.26,blue,19
female,53.86,green,20
female,57.88,red,32
female,56.3,blue,31
female,52.46,green,14
male,48.38,purple,19
female,72.94,purple,79
female,64.57,pink,14
female,86.61,red,59
female,24.98,purple,14
male,45.86,red,14
male,9.89,blue,13
male,33.07,blue,14
female,78.47,pink,26
male,24.07,blue,19
male,11.01,blue,18
female,93.48,pink,20
male,47.18,red,18
female,61.74,red,18
male,44.9,purple,27
male,44.02,red,14
female,62.99,yellow,22
male,40.55,blue,13
male,68.9,red,15
female,51.45,blue,20
female,74.3,pink,21
male,46.37,purple,19
male,91.44,purple,18
female,35.14,red,40
female,50.91,purple,20
male,37.62,blue,15
male,14.96,yellow,20
female,68.09,yellow,48
female,36.67,red,44
female,38.39,pink,17
female,45.96,yellow,30
male,85.0,blue,19
female,44.34,red,21
male,77.33,blue,26
female,18.6,green,21
female,39.48,green,28
male,51.77,blue,23
male,56.52,blue,49
female,44.37,yellow,26
female,20.3,blue,16
male,55.11,red,18
female,58.24,pink,13
male,57.71,yellow,35
male,40.8,blue,15
female,34.3,pink,24
male,21.7,blue,19
female,43.64,purple,22
female,21.05,purple,28
female,13.03,red,13
female,23.32,pink,20
female,43.46,yellow,24
female,31.03,green,19
female,23.33,yellow,21
male,39.11,blue,17
female,46.17,green,15
male,53.21,blue,17
female,35.79,purple,26
female,50.84,blue,29
male,62.82,red,21
female,54.18,pink,29
male,74.32,blue,27
female,29.66,purple,16
female,75.04,pink,21
female,28.36,green,33
female,67.26,red,20
male,25.74,blue,19
female,77.27,red,21
female,77.11,purple,17
female,72.71,purple,18
male,62.74,blue,26
female,53.51,yellow,23
female,54.25,pink,29
female,58.06,green,19
male,92.13,blue,47
female,60.2,pink,42
female,44.88,pink,25
male,24.4,red,20
female,44.44,purple,38
female,43.83,green,30
female,46.73,pink,36
female,32.96,purple,16
female,72.03,pink,25
female,72.66,blue,21
male,83.86,blue,17
female,47.02,green,16
female,20.78,pink,26
male,27.3,blue,18
male,32.4,blue,24
male,29.39,blue,14
male,74.58,yellow,38
male,66.24,yellow,27
male,24.62,blue,17
female,68.23,yellow,39
male,86.07,red,30
female,10.94,blue,38
male,56.72,purple,15
male,91.07,blue,16
female,66.56,red,24
female,61.81,red,35
male,26.1,red,37
male,42.09,blue,14
male,41.35,blue,14
female,65.98,yellow,22
female,48.27,yellow,57
male,59.7,blue,20
female,17.1,green,15
male,79.52,red,29
female,67.17,green,14
female,59.03,pink,18
female,8.47,purple,14
female,115.2,pink,37
female,49.74,pink,24
male,34.81,blue,31
female,54.94,purple,18
female,53.27,blue,24
male,28.89,red,18
female,0.0,pink,26
male,61.57,blue,44
female,42.82,purple,31
female,57.75,blue,20
female,12.76,purple,21
female,92.3,purple,17
female,0.66,yellow,20
female,68.03,yellow,15
female,70.26,blue,49
male,29.78,red,19
female,73.76,red,15
male,64.91,red,16
female,45.66,green,17
female,58.88,pink,15
female,56.81,pink,14
male,72.43,purple,34
male,99.75,blue,14
female,83.82,yellow,13
male,39.72,blue,19
